"p4","p5","p6_1","p6_2","p6_3","p6_4","p6_5","p6_6","p26","p32","p34_1","p34_2","p34_3","p34_4","p36_1","p36_2","p36_3","p36_4","factor","year"
2,4,2,2,2,2,1,2,30,NA,2,1,1,1,1,1,1,1,8792,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,2,1,1,2,18924,2019
1,4,2,2,2,2,1,2,30,NA,2,2,2,2,1,1,1,1,13085,2019
5,4,1,1,1,1,1,2,60,NA,2,1,NA,1,1,1,1,1,7825,2019
1,4,2,2,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,13810,2019
2,2,2,1,2,2,2,2,120,NA,2,1,1,1,1,1,1,1,21608,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,1,1,1,1,17795,2019
4,2,2,1,2,2,2,2,30,NA,2,2,2,1,2,2,2,2,35351,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,1,1,15172,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,1,2,2,36665,2019
4,4,2,2,1,2,2,2,90,NA,2,2,2,1,2,2,2,2,39834,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,2,1,2,2,8877,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,NA,1,1,1,15501,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,2,2,2,2,7193,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,1,1,1,1,1,NA,16360,2019
1,4,2,2,1,2,2,2,60,NA,2,2,2,2,1,1,1,2,28126,2019
3,1,2,1,2,1,2,2,60,NA,1,1,2,1,1,2,1,1,8690,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,1,2,1,1,1,2,17704,2019
1,4,2,2,2,1,2,2,30,NA,2,2,2,2,1,1,1,2,9697,2019
6,4,2,1,2,2,2,2,60,NA,1,1,1,1,1,1,1,1,31499,2019
1,4,2,2,2,2,1,2,30,NA,2,1,1,1,1,1,1,1,23836,2019
6,3,2,2,2,1,1,2,60,NA,2,1,1,1,2,1,1,2,7990,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,1,1,2,2,2,2,7999,2019
1,4,2,2,2,2,1,2,15,NA,2,2,2,2,2,1,1,2,12805,2019
2,4,2,2,2,2,1,2,20,NA,1,1,2,2,1,1,1,1,7057,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,2,1,1,1,1,1,15433,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,1,1,1,1,1,1,22900,2019
1,3,2,2,1,2,2,2,20,NA,2,2,2,2,2,1,1,2,12720,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,19000,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,25441,2019
1,4,2,2,2,1,2,2,30,NA,2,1,2,1,2,1,1,1,45263,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,1,1,1,1,1,2,24586,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,1,2,2,8138,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8138,2019
2,2,2,2,2,1,1,2,60,NA,1,1,2,2,1,1,1,1,19481,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,1,1,1,1,8028,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,19459,2019
3,2,1,2,2,2,1,2,120,NA,1,1,2,1,1,1,1,1,48702,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,2,2,2,2,14672,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,6775,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,1,1,1,1,6665,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,12143,2019
1,4,2,2,2,1,2,2,30,NA,2,2,1,1,2,2,2,2,25565,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,1,1,2,1,1,2,36626,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,2,1,2,2,2,2,34435,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,2,1,2,2,21368,2019
4,3,2,1,2,1,1,2,90,NA,2,1,2,1,1,1,1,1,7470,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,14246,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,NA,1,2,2,2,7472,2019
4,2,2,1,2,2,2,2,120,NA,1,1,1,1,1,1,1,1,13591,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,1,NA,NA,NA,10760,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,1,1,1,1,16139,2019
3,4,2,2,2,1,2,2,120,NA,2,1,2,1,2,1,2,1,5701,2019
6,3,2,1,2,1,2,2,40,NA,1,2,2,1,2,1,2,2,17173,2019
7,4,2,1,2,1,2,2,60,NA,1,1,1,1,1,1,2,2,20097,2019
2,3,2,1,2,2,2,2,40,NA,1,1,1,1,1,1,1,2,11400,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,1,1,1,1,1,7405,2019
2,4,2,2,2,1,2,2,60,NA,1,1,1,1,2,1,2,1,7268,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,2,2,2,2,12632,2019
3,3,2,2,2,1,2,2,60,NA,2,2,2,1,1,1,1,1,16840,2019
NA,NA,NA,NA,NA,NA,NA,NA,35,NA,2,1,2,1,2,1,1,1,25619,2019
2,2,2,1,2,2,2,2,45,NA,1,1,1,1,1,1,1,1,28203,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,15853,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,2,2,2,2,13523,2019
NA,NA,NA,NA,NA,NA,NA,NA,35,NA,2,2,2,2,2,1,2,1,15117,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,22165,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,2,1,2,2,26048,2019
5,1,2,1,2,1,1,2,90,NA,1,1,1,1,1,1,1,1,14839,2019
1,4,2,1,2,2,2,2,30,NA,1,1,2,1,1,1,1,1,15366,2019
1,3,2,2,2,1,2,2,30,NA,1,1,1,1,1,1,1,1,45942,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,15621,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,2,1,1,1,1,1,8457,2019
2,4,2,2,2,1,2,2,120,NA,2,1,1,1,1,1,1,1,28826,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,2,1,2,2,2,1,37225,2019
1,4,2,2,1,2,2,2,120,NA,2,2,2,1,2,1,1,1,28794,2019
2,3,2,2,2,1,2,2,45,NA,1,1,1,1,1,1,1,1,15905,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,1,2,1,19122,2019
NA,NA,NA,NA,NA,NA,NA,NA,50,NA,1,2,2,1,1,1,1,1,45833,2019
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,1,2,2,1,2,1,1,1,37989,2019
NA,NA,NA,NA,NA,NA,NA,NA,50,NA,1,1,1,1,1,1,1,1,37989,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,1,1,1,1,2,2,22103,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,1,1,2,2,12195,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,1,1,1,1,2,2,7367,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21190,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,12912,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,1,1,1,1,1,1,1,1,17389,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,1,1,1,1,1,1,1,44884,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,1,2,2,7398,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,1,1,1,1,2,1,16953,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,2,2,2,2,6711,2019
2,3,2,2,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,16070,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,2,2,1,1,1,1,2,16592,2019
35,1,1,1,2,2,2,2,120,NA,1,2,2,1,1,1,1,2,32141,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,2,2,1,1,13732,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,2,1,1,1,1,1,16222,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,1,1,1,35612,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,2,2,1,1,1,1,1,24334,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,1,1,1,1,1,27153,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,2,2,1,1,1,1,1,24374,2019
40,1,2,1,2,2,2,2,150,NA,2,1,1,2,2,2,2,2,7431,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,1,1,1,15107,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,2,2,2,1,1,1,1,7937,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,NA,1,1,1,1,23809,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,18464,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,17786,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,1,1,1,20557,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,1,1,1,27864,2019
18,4,2,1,2,2,1,2,120,NA,1,1,1,1,1,1,1,1,16275,2019
10,2,2,1,2,1,2,2,120,NA,1,1,2,1,1,1,1,1,37456,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,NA,NA,NA,NA,23442,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,1,1,1,56268,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,1,1,1,1,1,17153,2019
12,3,2,2,2,2,1,2,60,NA,1,1,1,1,1,1,1,1,12551,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,2,2,2,2,18403,2019
6,1,2,1,2,1,2,2,60,NA,2,2,2,1,1,1,1,1,6135,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,2,1,1,1,1,28544,2019
2,4,2,2,2,1,1,2,40,NA,1,1,1,1,1,1,1,1,14786,2019
2,4,2,1,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,6598,2019
3,4,2,1,2,1,1,2,60,NA,1,1,1,1,1,1,1,1,7754,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,2,NA,NA,NA,NA,7393,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,28373,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,9458,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,2,2,2,2,24935,2019
1,2,2,2,2,1,2,2,60,NA,1,1,2,2,1,1,1,1,34905,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,2,1,1,2,2,21889,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,1,2,NA,NA,13239,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,2,1,1,1,1,15559,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,16170,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,2,2,2,2,38006,2019
15,2,2,2,2,1,2,2,60,NA,1,2,2,1,1,1,1,1,29234,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,2,2,2,1,1,1,1,38006,2019
4,6,2,2,1,1,1,2,60,NA,1,1,2,2,1,1,1,1,17771,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,2,1,1,2,2,16143,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,2,2,2,1,1,1,1,42591,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,25499,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,NA,2,1,2,2,6374,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,2,2,2,8854,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,2,1,1,1,1,1,1,14672,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,NA,NA,12631,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,NA,1,1,1,1,7631,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,13815,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,2,1,1,1,18604,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,NA,2,2,1,1,9210,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,2,1,2,1,16865,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,1,2,1,1,1,15616,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,1,1,1,21302,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,1,2,1,2,1,1,1,21302,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,13537,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,13480,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,1,1,14858,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,2,2,1,1,1,1,35290,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,2,2,2,1,2,13457,2019
1,3,2,2,2,2,1,2,30,NA,2,2,2,2,2,2,2,2,13457,2019
2,4,2,2,2,1,2,2,20,NA,1,1,1,1,2,2,2,1,16328,2019
2,3,2,2,2,1,2,2,30,NA,2,1,2,1,1,1,1,1,8235,2019
2,2,2,1,2,2,2,2,60,NA,1,1,2,1,1,1,1,1,19697,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,2,1,1,1,1,NA,13039,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,2,2,1,2,2,2,2,6565,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,1,1,1,1,1,2,15575,2019
3,3,2,2,2,1,1,2,60,NA,1,1,1,1,2,1,2,1,15575,2019
3,3,2,2,1,1,2,2,20,NA,2,2,2,2,1,1,1,1,19253,2019
1,1,2,1,2,2,2,2,30,NA,1,1,2,1,1,1,1,1,12782,2019
1,4,2,2,2,1,2,2,30,NA,2,1,2,1,1,1,1,1,14807,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,1,1,1,1,14030,2019
4,2,2,1,2,1,2,2,90,NA,1,1,1,1,1,1,1,1,26559,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,NA,2,1,1,1,26709,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,2,1,1,2,72623,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,1,2,1,1,1,1,1,1,26559,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,2,1,1,1,1,1,1,21389,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,2,2,1,2,1,1,1,33860,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,2,2,2,1,2,2,2,35279,2019
3,4,2,1,2,2,2,2,90,NA,1,1,1,1,1,1,1,1,10872,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,2,1,1,1,1,24384,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,15114,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,1,1,1,1,1,22747,2019
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,2,1,2,1,1,1,1,1,12903,2019
2,4,2,2,2,1,1,2,30,NA,2,2,2,1,1,1,1,1,31315,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,1,NA,1,1,1,28818,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,2,1,2,1,1,1,28170,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,1,1,1,21128,2019
NA,NA,NA,NA,NA,NA,NA,NA,35,NA,1,1,2,1,1,1,1,1,28170,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,2,2,2,5763,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,1,1,1,2,1,1,1,5657,2019
4,3,1,2,2,1,2,2,60,NA,2,2,2,1,1,2,1,1,5633,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,2,1,2,2,6312,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,1,NA,1,1,1,1,19044,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,1,1,1,1,29168,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,1,1,1,1,14585,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,15042,2019
3,3,2,2,1,1,2,2,20,NA,2,2,1,1,2,1,2,2,20527,2019
2,2,2,1,2,2,2,2,20,NA,1,2,1,1,1,1,2,2,33452,2019
4,4,2,2,2,1,2,2,30,NA,2,2,1,1,2,2,2,2,33452,2019
8,2,2,1,2,1,2,2,60,NA,2,1,1,1,1,1,1,1,23643,2019
5,2,2,1,2,2,2,2,30,NA,2,2,1,1,1,1,1,1,26521,2019
6,2,2,1,2,1,2,2,60,NA,2,2,1,1,1,1,1,2,40412,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,2,2,2,15603,2019
2,3,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,8443,2019
2,4,2,1,2,2,2,2,60,NA,1,1,2,1,1,1,1,1,24001,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,2,2,2,8797,2019
2,3,2,1,2,1,2,2,60,NA,1,1,2,1,1,1,1,1,16887,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,2,2,2,2,2,7572,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,2,2,1,1,1,1,1,31444,2019
3,4,2,2,2,2,1,2,120,NA,1,1,1,1,1,1,1,1,32578,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,1,2,2,15765,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,16534,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,2,2,2,33066,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,2,2,2,2,34141,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,NA,NA,1,1,1,1,6077,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,NA,2,2,NA,14670,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,2,NA,1,2,2,2,6191,2019
2,4,2,1,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,27164,2019
3,3,2,1,2,1,1,2,90,NA,1,1,1,1,1,1,1,1,26043,2019
6,3,2,1,2,2,2,2,40,NA,1,1,1,1,1,1,1,1,18542,2019
3,4,2,2,2,1,2,2,30,NA,1,2,1,1,1,1,1,1,14056,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,1,1,1,1,14200,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,5272,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,1,1,1,2,2,2,1,30822,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,1,2,2,103721,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,2,2,1,2,1,2,1,19272,2019
1,3,2,1,2,2,2,2,15,NA,2,2,2,1,2,1,1,2,14253,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,2,2,2,2,14020,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,1,1,1,1,30487,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,1,1,1,1,8411,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,1,2,2,2,2,20303,2019
3,2,1,1,2,1,2,2,120,NA,1,1,1,1,1,1,1,1,16161,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,1,1,1,1,15026,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,1,1,1,1,17551,2019
2,4,2,2,2,1,2,2,120,NA,1,1,1,1,1,1,1,1,13465,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,2,1,1,1,1,22254,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,NA,1,NA,13701,2019
2,2,2,2,2,1,1,2,60,NA,1,1,2,2,1,1,1,1,16118,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,1,NA,NA,NA,12227,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,1,1,28614,2019
1,4,2,2,2,1,2,2,60,NA,2,2,2,2,1,1,1,1,10290,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,2,1,1,1,6031,2019
3,4,2,2,1,1,2,2,120,NA,2,2,2,2,2,2,2,2,13213,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,NA,1,1,1,1,19227,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,2,2,32047,2019
1,3,2,2,2,1,2,2,30,NA,1,1,1,NA,1,1,1,1,11487,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,11487,2019
2,4,2,2,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,15699,2019
3,4,2,2,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,23549,2019
3,3,2,2,2,1,2,2,60,NA,2,1,1,1,1,1,1,1,15699,2019
5,4,2,1,2,1,1,2,90,NA,1,1,1,1,1,1,1,1,33962,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,1,1,1,1,1,8891,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,1,2,1,1,1,30339,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,1,2,1,2,1,19479,2019
4,1,2,1,2,1,1,2,60,NA,1,1,2,1,1,1,1,1,8691,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,NA,NA,NA,NA,24851,2019
1,3,2,2,1,2,2,2,30,NA,2,2,2,2,1,1,1,2,8284,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,NA,NA,NA,NA,16949,2019
3,2,2,1,2,2,2,2,25,NA,2,1,1,1,1,1,1,1,16932,2019
5,2,2,1,2,2,1,2,35,NA,1,1,1,1,1,1,1,1,37040,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,2,1,1,1,1,1,7025,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,1,2,1,1,2,1,9897,2019
2,3,2,2,1,2,2,2,60,NA,2,1,1,1,1,2,1,2,9534,2019
3,4,2,2,2,1,2,2,120,NA,2,2,2,1,2,1,NA,2,19794,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,1,2,1,1,20646,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,2,1,1,1,1,1,1,23292,2019
6,2,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,27856,2019
1,5,2,2,1,2,2,2,20,NA,2,1,2,1,1,1,1,1,14088,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,1,1,1,1,1,1,7206,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,2,1,2,2,16201,2019
2,4,2,2,2,1,2,2,60,NA,1,1,2,1,2,1,1,1,29955,2019
1,4,2,2,1,2,2,2,20,NA,2,1,1,1,1,1,1,1,13423,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,1,2,1,2,1,2,2,14587,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,2,37651,2019
1,5,2,2,1,2,2,2,30,NA,2,1,1,1,2,1,2,2,6349,2019
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,2,2,2,2,NA,NA,NA,NA,23588,2019
3,1,2,1,2,2,2,2,60,NA,2,2,2,2,2,1,1,2,13437,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,2,2,1,1,1,1,1,6719,2019
3,4,2,2,1,2,2,2,60,NA,2,1,2,1,2,1,1,2,13437,2019
3,1,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,35683,2019
3,2,2,1,2,2,2,2,30,NA,2,1,2,1,1,1,1,1,50545,2019
4,5,2,2,1,2,2,2,30,NA,2,2,2,2,2,1,1,2,17186,2019
5,2,2,1,2,1,2,2,30,NA,1,1,1,1,1,1,1,1,46045,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,2,2,1,2,26757,2019
6,4,2,2,2,1,2,2,30,NA,1,1,1,1,1,1,1,2,36589,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,2,2,2,2,15243,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,1,1,1,1,34204,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,2,1,1,1,1,16395,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,1,1,7768,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,1,1,1,2,24594,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,2,2,2,1,2,19450,2019
2,4,2,2,1,2,2,2,20,NA,2,2,2,2,2,1,1,1,15084,2019
2,4,2,1,2,2,2,2,25,NA,2,1,2,1,1,1,1,2,15628,2019
7,4,2,2,2,2,1,2,60,NA,1,1,1,1,1,1,1,1,31257,2019
